Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,30.0,700.0,21000.0,7350.0,Outlet,2021,8,3
West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Street Footwear,60.0,700.0,42000.0,18900.0,Outlet,2020,2,1
West Gear,1128299,2020-02-13,West,Nevada,Las Vegas,Men's Street Footwear,65.0,700.0,45500.0,18200.0,In-store,2020,2,1
West Gear,1128299,2020-05-20,West,Colorado,Denver,Men's Street Footwear,65.0,700.0,45500.0,18200.0,In-store,2020,5,2
West Gear,1128299,2020-05-21,West,Colorado,Denver,Men's Athletic Footwear,70.0,700.0,49000.0,12250.0,In-store,2020,5,2
Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,40.0,700.0,28000.0,8400.0,In-store,2020,8,3
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,700.0,35000.0,10500.0,In-store,2020,4,2
Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,700.0,35000.0,10500.0,In-store,2020,10,4
Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,60.0,700.0,42000.0,14700.0,In-store,2020,10,4
Sports Direct,1197831,2021-03-10,Midwest,Montana,Billings,Men's Street Footwear,20.0,700.0,14000.0,4900.0,Outlet,2021,3,1
Sports Direct,1197831,2021-03-11,Midwest,Montana,Billings,Men's Athletic Footwear,30.0,700.0,21000.0,7350.0,Outlet,2021,3,1
Sports Direct,1197831,2021-05-17,South,Tennessee,Knoxville,Women's Street Footwear,60.0,700.0,42000.0,18900.0,Outlet,2021,5,2
Sports Direct,1197831,2021-10-08,South,Alabama,Birmingham,Women's Street Footwear,65.0,700.0,45500.0,22750.0,Outlet,2021,10,4
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,75.0,700.0,52500.0,13125.0,Outlet,2021,12,4
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85.0,700.0,59500.0,11900.0,Outlet,2021,12,4
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700.0,49000.0,12250.0,In-store,2021,6,2
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,85.0,700.0,59500.0,17850.0,In-store,2021,6,2
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,95.0,700.0,66500.0,19950.0,In-store,2021,7,3
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,80.0,700.0,56000.0,16800.0,In-store,2021,8,3
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,700.0,42000.0,10500.0,In-store,2021,11,4
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,60.0,700.0,42000.0,14700.0,In-store,2021,7,3
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,60.0,700.0,42000.0,14700.0,In-store,2021,8,3
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,700.0,38500.0,9625.0,In-store,2021,7,3
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,90.0,700.0,63000.0,22050.0,In-store,2021,7,3
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,700.0,28000.0,11200.0,In-store,2021,8,3
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Street Footwear,40.0,700.0,28000.0,11200.0,In-store,2021,12,4
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Athletic Footwear,90.0,700.0,63000.0,22050.0,In-store,2021,7,3
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Athletic Footwear,70.0,700.0,49000.0,19600.0,Online,2021,6,2
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Street Footwear,85.0,700.0,59500.0,23800.0,Online,2021,6,2
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Street Footwear,95.0,700.0,66500.0,26600.0,Online,2021,7,3
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Street Footwear,75.0,700.0,52500.0,21000.0,Online,2021,8,3
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Athletic Footwear,45.0,700.0,31500.0,12600.0,Online,2021,11,4
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Street Footwear,20.0,700.0,14000.0,4900.0,Online,2021,5,2
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,700.0,38500.0,13475.0,Online,2021,6,2
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,60.0,700.0,42000.0,14700.0,Online,2021,8,3
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,60.0,700.0,42000.0,14700.0,Online,2021,12,4
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.0,700.0,45500.0,18200.0,Online,2021,12,4
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Men's Apparel,50.0,700.0,35000.0,12250.0,Online,2021,2,1
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,700.0,24500.0,8575.0,Online,2021,3,1
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Apparel,55.0,700.0,38500.0,13475.0,Online,2021,5,2
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40.0,700.0,28000.0,8400.0,Online,2021,9,3
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Apparel,50.0,700.0,35000.0,12250.0,Online,2021,9,3
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Apparel,30.0,700.0,21000.0,10500.0,Online,2021,2,1
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Apparel,55.0,700.0,38500.0,19250.0,Online,2021,5,2
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,45.0,700.0,31500.0,11025.0,Online,2021,6,2
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Apparel,65.0,700.0,45500.0,15925.0,Online,2021,7,3
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Apparel,45.0,700.0,31500.0,15750.0,Online,2021,9,3
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,700.0,24500.0,8575.0,Online,2021,10,4
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,25.0,700.0,17500.0,7000.0,Online,2021,2,1
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Street Footwear,70.0,700.0,49000.0,19600.0,Online,2021,12,4
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,55.0,700.0,38500.0,15400.0,Online,2021,7,3
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,700.0,45500.0,18200.0,In-store,2021,7,3
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,695.0,31275.0,7819.0,Online,2021,11,4
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,50.0,675.0,33750.0,15188.0,Outlet,2020,10,4
West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,65.0,675.0,43875.0,8775.0,Outlet,2020,12,4
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55.0,675.0,37125.0,9281.0,Outlet,2021,2,1
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,45.0,675.0,30375.0,12150.0,Outlet,2021,3,1
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,50.0,675.0,33750.0,11813.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,60.0,675.0,40500.0,22275.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,50.0,675.0,33750.0,13500.0,Outlet,2021,5,2
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Men's Street Footwear,25.0,675.0,16875.0,5063.0,Outlet,2021,8,3
Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Men's Street Footwear,30.0,675.0,20250.0,7088.0,Outlet,2021,8,3
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,40.0,675.0,27000.0,9450.0,Outlet,2021,8,3
Sports Direct,1197831,2021-09-29,South,Texas,Dallas,Men's Athletic Footwear,55.0,675.0,37125.0,14850.0,Outlet,2021,9,3
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Apparel,50.0,675.0,33750.0,18563.0,Outlet,2021,10,4
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Women's Apparel,70.0,675.0,47250.0,25988.0,Outlet,2021,10,4
West Gear,1128299,2020-03-09,West,Nevada,Las Vegas,Men's Street Footwear,60.0,675.0,40500.0,14175.0,In-store,2020,3,1
West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,675.0,43875.0,8775.0,In-store,2020,3,1
West Gear,1128299,2020-04-27,West,Colorado,Denver,Men's Athletic Footwear,75.0,675.0,50625.0,15188.0,In-store,2020,4,2
West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Apparel,100.0,675.0,67500.0,13500.0,In-store,2020,6,2
West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,85.0,675.0,57375.0,14344.0,In-store,2020,7,3
West Gear,1185732,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,675.0,27000.0,8100.0,In-store,2020,8,3
Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,55.0,675.0,37125.0,12994.0,In-store,2020,8,3
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,55.0,675.0,37125.0,12994.0,In-store,2020,4,2
Kohl's,1189833,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,40.0,675.0,27000.0,12150.0,Outlet,2021,1,1
Kohl's,1189833,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,45.0,675.0,30375.0,13669.0,Outlet,2021,2,1
Kohl's,1189833,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,45.0,675.0,30375.0,13669.0,Outlet,2021,3,1
Kohl's,1189833,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,50.0,675.0,33750.0,10125.0,Outlet,2021,3,1
Sports Direct,1197831,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,20.0,675.0,13500.0,5400.0,Outlet,2021,3,1
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,25.0,675.0,16875.0,6750.0,Outlet,2021,3,1
Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,50.0,675.0,33750.0,15188.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-29,South,Tennessee,Knoxville,Women's Street Footwear,55.0,675.0,37125.0,16706.0,Outlet,2021,4,2
Sports Direct,1197831,2021-05-09,South,Tennessee,Knoxville,Men's Street Footwear,30.0,675.0,20250.0,9113.0,Outlet,2021,5,2
Sports Direct,1197831,2021-05-10,South,Tennessee,Knoxville,Men's Athletic Footwear,30.0,675.0,20250.0,9113.0,Outlet,2021,5,2
Sports Direct,1197831,2021-08-01,Midwest,Nebraska,Omaha,Men's Street Footwear,20.0,675.0,13500.0,5400.0,Outlet,2021,8,3
Sports Direct,1197831,2021-08-02,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.0,675.0,20250.0,8100.0,Outlet,2021,8,3
Sports Direct,1197831,2021-09-17,South,Alabama,Birmingham,Women's Apparel,60.0,675.0,40500.0,13409.56,Outlet,2021,9,3
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,675.0,43875.0,15356.0,Outlet,2021,7,3
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Athletic Footwear,55.0,675.0,37125.0,12994.0,In-store,2021,12,4
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,70.0,675.0,47250.0,23625.0,In-store,2021,12,4
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,55.0,675.0,37125.0,9281.0,In-store,2021,8,3
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Apparel,65.0,675.0,43875.0,24131.0,In-store,2021,6,2
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Apparel,50.0,675.0,33750.0,18563.0,In-store,2021,8,3
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,675.0,33750.0,16875.0,In-store,2021,11,4
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Street Footwear,30.0,675.0,20250.0,8100.0,In-store,2021,2,1
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,675.0,16875.0,6750.0,In-store,2021,1,1
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Street Footwear,20.0,675.0,13500.0,4050.0,Online,2021,1,1
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Athletic Footwear,30.0,675.0,20250.0,6075.0,Online,2021,1,1
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Street Footwear,55.0,675.0,37125.0,14850.0,Online,2021,9,3
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Street Footwear,60.0,675.0,40500.0,16200.0,Online,2021,9,3
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Street Footwear,35.0,675.0,23625.0,9450.0,Online,2021,11,4
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Athletic Footwear,35.0,675.0,23625.0,9450.0,Online,2021,11,4
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Street Footwear,60.0,675.0,40500.0,16200.0,Online,2021,12,4
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Street Footwear,50.0,675.0,33750.0,11813.0,Online,2021,7,3
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,675.0,33750.0,13500.0,Online,2021,6,2
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,55.0,675.0,37125.0,14850.0,Online,2021,8,3
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,55.0,675.0,37125.0,14850.0,Online,2021,12,4
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60.0,675.0,40500.0,16200.0,Online,2021,12,4
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.0,675.0,23625.0,7088.0,Online,2021,1,1
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,675.0,23625.0,8269.0,Online,2021,4,2
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,675.0,16875.0,4219.0,Online,2021,4,2
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.0,675.0,30375.0,9113.0,Online,2021,5,2
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,675.0,30375.0,7594.0,Online,2021,10,4
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,675.0,16875.0,6750.0,Online,2021,2,1
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Apparel,35.0,675.0,23625.0,11813.0,Online,2021,4,2
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Street Footwear,50.0,675.0,33750.0,13500.0,Online,2021,6,2
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55.0,675.0,37125.0,14850.0,Online,2021,7,3
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,45.0,675.0,30375.0,12150.0,Online,2021,8,3
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Women's Apparel,50.0,675.0,33750.0,16875.0,Online,2021,10,4
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,60.0,675.0,40500.0,16200.0,Online,2021,12,4
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Apparel,70.0,675.0,47250.0,16538.0,Online,2021,12,4
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Apparel,70.0,675.0,47250.0,23625.0,Online,2021,6,2
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Women's Apparel,60.0,675.0,40500.0,20250.0,Online,2021,8,3
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Men's Street Footwear,35.0,675.0,23625.0,9450.0,Online,2021,11,4
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,25.0,675.0,16875.0,6750.0,Online,2021,4,2
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Apparel,65.0,675.0,43875.0,21938.0,Online,2021,7,3
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,35.0,675.0,23625.0,9450.0,Online,2021,10,4
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Men's Street Footwear,40.0,675.0,27000.0,10800.0,Online,2021,6,2
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,60.0,675.0,40500.0,16200.0,Online,2021,8,3
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,55.0,675.0,37125.0,12994.0,Online,2021,7,3
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men's Street Footwear,55.0,675.0,37125.0,12994.0,In-store,2021,7,3
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Street Footwear,60.0,675.0,40500.0,18225.0,In-store,2021,7,3
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,675.0,43875.0,17550.0,In-store,2021,6,2
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,675.0,43875.0,17550.0,Outlet,2021,8,3
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Street Footwear,30.0,670.0,20100.0,8040.0,In-store,2021,3,1
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,35.0,670.0,23450.0,9380.0,In-store,2021,5,2
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Street Footwear,40.0,670.0,26800.0,10720.0,Online,2021,5,2
Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,40.0,650.0,26000.0,13000.0,Outlet,2020,8,3
Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,Outlet,2020,8,3
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,40.0,650.0,26000.0,11700.0,Outlet,2020,9,3
Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,Outlet,2020,9,3
Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,Outlet,2020,10,4
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,Outlet,2020,10,4
West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,60.0,650.0,39000.0,13650.0,Outlet,2021,1,1
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,65.0,650.0,42250.0,19013.0,Outlet,2021,2,1
West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,65.0,650.0,42250.0,19013.0,Outlet,2021,2,1
Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,45.0,650.0,29250.0,7313.0,Outlet,2021,3,1
Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,45.0,650.0,29250.0,5850.0,Outlet,2021,3,1
Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,45.0,650.0,29250.0,7313.0,Outlet,2021,3,1
Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,45.0,650.0,29250.0,11700.0,Outlet,2021,3,1
Kohl's,1189833,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,50.0,650.0,32500.0,8125.0,Outlet,2021,4,2
Kohl's,1189833,2021-04-15,West,California,Los Angeles,Women's Street Footwear,50.0,650.0,32500.0,13000.0,Outlet,2021,4,2
Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,45.0,650.0,29250.0,10238.0,Outlet,2021,4,2
Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,65.0,650.0,42250.0,8450.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,50.0,650.0,32500.0,11375.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,60.0,650.0,39000.0,21450.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,50.0,650.0,32500.0,13000.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,65.0,650.0,42250.0,8450.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,50.0,650.0,32500.0,11375.0,Outlet,2021,5,2
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,Men's Athletic Footwear,35.0,650.0,22750.0,6825.0,Outlet,2021,8,3
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,Women's Street Footwear,45.0,650.0,29250.0,10238.0,Outlet,2021,9,3
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Women's Street Footwear,65.0,650.0,42250.0,16900.0,Outlet,2021,10,4
West Gear,1128299,2020-02-14,West,Nevada,Las Vegas,Men's Athletic Footwear,70.0,650.0,45500.0,11375.0,In-store,2020,2,1
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,650.0,26000.0,7800.0,In-store,2020,4,2
Sports Direct,1197831,2021-03-16,South,Tennessee,Knoxville,Men's Street Footwear,25.0,650.0,16250.0,5688.0,Outlet,2021,3,1
Sports Direct,1197831,2021-03-22,South,Tennessee,Knoxville,Men's Street Footwear,30.0,650.0,19500.0,7800.0,Outlet,2021,3,1
Sports Direct,1197831,2021-03-23,South,Tennessee,Knoxville,Men's Athletic Footwear,40.0,650.0,26000.0,10400.0,Outlet,2021,3,1
Sports Direct,1197831,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,40.0,650.0,26000.0,10400.0,Outlet,2021,4,2
Sports Direct,1197831,2021-05-14,South,Tennessee,Knoxville,Women's Apparel,65.0,650.0,42250.0,25350.0,Outlet,2021,5,2
Sports Direct,1197831,2021-08-19,South,Alabama,Birmingham,Men's Street Footwear,20.0,650.0,13000.0,5850.0,Outlet,2021,8,3
Sports Direct,1197831,2021-08-20,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,650.0,13000.0,5850.0,Outlet,2021,8,3
